Accident_ID,Date,Year,Month,Month_Num,Day_of_Week,State,City,Accident_Severity,Number_of_Casualties,Weather_Condition,Road_Type,Vehicle_Type,Time_of_Day,Is_Fatal
ACC0798,2020-07-18,2020,July,7,Saturday,Telangana,Nizamabad,Medium,4,Cloudy,Urban Road,Two-Wheeler,Evening (15-19),0
ACC0799,2020-07-20,2020,July,7,Monday,Karnataka,Belagavi,Medium,3,Cloudy,Service Road,Tempo,Late Night (23-6),0
ACC0800,2021-02-03,2021,February,2,Wednesday,Telangana,Nizamabad,High,7,Hazy,Urban Road,Auto-Rickshaw,Morning (6-10),1
ACC0801,2023-10-09,2023,October,10,Monday,Uttar Pradesh,Lucknow,Low,2,Clear,National Highway,Tempo,Night (19-23),0
ACC0802,2021-12-20,2021,December,12,Monday,Rajasthan,Udaipur,Low,0,Foggy,Expressway,Car,Morning (6-10),0
ACC0803,2023-05-01,2023,May,5,Monday,Rajasthan,Ajmer,Low,0,Hazy,National Highway,SUV,Late Night (23-6),0
ACC0804,2020-09-23,2020,September,9,Wednesday,Madhya Pradesh,Ujjain,High,7,Rainy,Urban Road,Two-Wheeler,Night (19-23),1
ACC0805,2023-09-14,2023,September,9,Thursday,Maharashtra,Nashik,High,15,Foggy,Urban Road,Two-Wheeler,Afternoon (10-15),1
ACC0806,2020-05-31,2020,May,5,Sunday,Karnataka,Bengaluru,Low,0,Cloudy,Urban Road,SUV,Evening (15-19),0
ACC0807,2020-12-30,2020,December,12,Wednesday,West Bengal,Kolkata,High,8,Cloudy,Expressway,Bus,Afternoon (10-15),1
ACC0808,2023-08-14,2023,August,8,Monday,West Bengal,Kolkata,Medium,5,Rainy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0809,2022-06-23,2022,June,6,Thursday,Karnataka,Bengaluru,Low,2,Clear,Service Road,Two-Wheeler,Night (19-23),0
ACC0810,2020-02-08,2020,February,2,Saturday,West Bengal,Howrah,Medium,2,Hazy,Service Road,Bus,Evening (15-19),0
ACC0811,2020-11-06,2020,November,11,Friday,Gujarat,Rajkot,Low,2,Stormy,Rural Road,Bus,Night (19-23),0
ACC0812,2022-04-07,2022,April,4,Thursday,Maharashtra,Aurangabad,Low,2,Rainy,Rural Road,Car,Late Night (23-6),0
ACC0813,2023-01-01,2023,January,1,Sunday,Gujarat,Vadodara,Medium,2,Hazy,Service Road,Tempo,Morning (6-10),0
ACC0814,2022-01-18,2022,January,1,Tuesday,Telangana,Nizamabad,High,9,Clear,Service Road,Truck,Afternoon (10-15),1
ACC0815,2023-02-09,2023,February,2,Thursday,Uttar Pradesh,Varanasi,Low,2,Hazy,Rural Road,Car,Evening (15-19),0
ACC0816,2022-09-23,2022,September,9,Friday,Maharashtra,Nashik,Low,0,Hazy,State Highway,Car,Late Night (23-6),0
ACC0817,2021-05-03,2021,May,5,Monday,West Bengal,Siliguri,Medium,4,Clear,Rural Road,Auto-Rickshaw,Night (19-23),0
ACC0818,2020-02-03,2020,February,2,Monday,Uttar Pradesh,Agra,Low,2,Clear,National Highway,Bus,Morning (6-10),0
ACC0819,2021-03-09,2021,March,3,Tuesday,Telangana,Karimnagar,High,13,Hazy,State Highway,Tempo,Late Night (23-6),1
ACC0820,2021-04-22,2021,April,4,Thursday,Maharashtra,Mumbai,Low,2,Hazy,National Highway,Bus,Late Night (23-6),0
ACC0821,2020-04-03,2020,April,4,Friday,Rajasthan,Jodhpur,Low,0,Clear,Urban Road,SUV,Morning (6-10),0
ACC0822,2022-07-23,2022,July,7,Saturday,Bihar,Gaya,Low,0,Stormy,National Highway,Bus,Late Night (23-6),0
ACC0823,2023-06-14,2023,June,6,Wednesday,Rajasthan,Jaipur,Medium,5,Rainy,Urban Road,Car,Late Night (23-6),0
ACC0824,2023-01-22,2023,January,1,Sunday,Tamil Nadu,Madurai,High,14,Rainy,State Highway,Two-Wheeler,Morning (6-10),1
ACC0825,2020-09-04,2020,September,9,Friday,Karnataka,Mysuru,Low,1,Cloudy,Expressway,Truck,Night (19-23),0
ACC0826,2021-05-13,2021,May,5,Thursday,Bihar,Patna,Low,2,Rainy,Expressway,Bus,Afternoon (10-15),0
ACC0827,2020-02-02,2020,February,2,Sunday,West Bengal,Kolkata,Low,0,Clear,Service Road,Tempo,Late Night (23-6),0
ACC0828,2021-08-04,2021,August,8,Wednesday,Madhya Pradesh,Jabalpur,Low,0,Hazy,Service Road,Two-Wheeler,Late Night (23-6),0
ACC0829,2022-07-11,2022,July,7,Monday,Madhya Pradesh,Indore,Medium,2,Rainy,Expressway,Truck,Night (19-23),0
ACC0830,2023-06-07,2023,June,6,Wednesday,Maharashtra,Nagpur,Medium,6,Foggy,State Highway,Truck,Morning (6-10),0
ACC0831,2022-12-21,2022,December,12,Wednesday,Maharashtra,Aurangabad,High,13,Foggy,Expressway,Truck,Night (19-23),1
ACC0832,2023-07-06,2023,July,7,Thursday,Rajasthan,Udaipur,Low,0,Clear,Service Road,SUV,Night (19-23),0
ACC0833,2022-10-15,2022,October,10,Saturday,Tamil Nadu,Coimbatore,High,5,Hazy,Service Road,Two-Wheeler,Evening (15-19),1
ACC0834,2021-03-05,2021,March,3,Friday,Madhya Pradesh,Gwalior,High,12,Foggy,National Highway,Car,Morning (6-10),1
ACC0835,2023-01-05,2023,January,1,Thursday,Tamil Nadu,Coimbatore,Medium,2,Clear,National Highway,Truck,Night (19-23),0
ACC0836,2023-04-28,2023,April,4,Friday,Bihar,Bhagalpur,Low,2,Cloudy,Urban Road,Truck,Morning (6-10),0
ACC0837,2021-10-29,2021,October,10,Friday,Rajasthan,Jaipur,High,8,Rainy,Rural Road,Truck,Morning (6-10),1
ACC0838,2022-08-22,2022,August,8,Monday,Bihar,Muzaffarpur,High,7,Clear,State Highway,Auto-Rickshaw,Night (19-23),1
ACC0839,2020-12-30,2020,December,12,Wednesday,Madhya Pradesh,Gwalior,Medium,3,Rainy,Service Road,Two-Wheeler,Evening (15-19),0
ACC0840,2021-02-18,2021,February,2,Thursday,Gujarat,Surat,Medium,2,Clear,Urban Road,Truck,Morning (6-10),0
ACC0841,2022-08-11,2022,August,8,Thursday,West Bengal,Siliguri,High,8,Rainy,Urban Road,Auto-Rickshaw,Afternoon (10-15),1
ACC0842,2023-07-30,2023,July,7,Sunday,Bihar,Gaya,High,8,Stormy,National Highway,Bus,Late Night (23-6),1
ACC0843,2022-09-28,2022,September,9,Wednesday,Rajasthan,Ajmer,High,9,Cloudy,National Highway,Tempo,Night (19-23),1
ACC0844,2021-05-20,2021,May,5,Thursday,Rajasthan,Udaipur,Medium,6,Cloudy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0845,2022-05-05,2022,May,5,Thursday,Uttar Pradesh,Lucknow,Medium,6,Cloudy,National Highway,Bus,Late Night (23-6),0
ACC0846,2022-03-18,2022,March,3,Friday,West Bengal,Kolkata,Medium,2,Cloudy,Expressway,SUV,Morning (6-10),0
ACC0847,2023-11-20,2023,November,11,Monday,Madhya Pradesh,Indore,Medium,3,Rainy,Service Road,Car,Morning (6-10),0
ACC0848,2022-09-09,2022,September,9,Friday,Karnataka,Mysuru,Medium,6,Hazy,Service Road,Auto-Rickshaw,Morning (6-10),0
ACC0849,2022-07-20,2022,July,7,Wednesday,West Bengal,Howrah,Medium,4,Hazy,Service Road,Bus,Morning (6-10),0
ACC0850,2023-07-08,2023,July,7,Saturday,Maharashtra,Nashik,Medium,2,Hazy,Urban Road,Bus,Evening (15-19),0
ACC0851,2023-11-30,2023,November,11,Thursday,Bihar,Darbhanga,High,15,Stormy,National Highway,Auto-Rickshaw,Evening (15-19),1
ACC0852,2020-04-22,2020,April,4,Wednesday,Telangana,Nizamabad,Low,1,Clear,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC0853,2022-01-18,2022,January,1,Tuesday,Gujarat,Surat,Medium,2,Hazy,Expressway,Tempo,Afternoon (10-15),0
ACC0854,2020-10-10,2020,October,10,Saturday,Gujarat,Surat,Low,1,Stormy,Service Road,SUV,Late Night (23-6),0
ACC0855,2023-12-10,2023,December,12,Sunday,Rajasthan,Jodhpur,Medium,4,Foggy,Expressway,Tempo,Night (19-23),0
ACC0856,2021-07-21,2021,July,7,Wednesday,Uttar Pradesh,Lucknow,Medium,5,Foggy,Expressway,Auto-Rickshaw,Morning (6-10),0
ACC0857,2022-08-20,2022,August,8,Saturday,Telangana,Khammam,Medium,4,Foggy,Service Road,Tempo,Morning (6-10),0
ACC0858,2021-01-20,2021,January,1,Wednesday,West Bengal,Kolkata,Low,0,Clear,Urban Road,Car,Morning (6-10),0
ACC0859,2020-12-03,2020,December,12,Thursday,Karnataka,Bengaluru,Low,0,Hazy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0860,2021-08-23,2021,August,8,Monday,Madhya Pradesh,Ujjain,Medium,5,Rainy,Rural Road,Tempo,Morning (6-10),0
ACC0861,2021-08-20,2021,August,8,Friday,Rajasthan,Jaipur,High,8,Clear,Expressway,Tempo,Evening (15-19),1
ACC0862,2022-04-23,2022,April,4,Saturday,Bihar,Bhagalpur,Medium,4,Hazy,Rural Road,Auto-Rickshaw,Late Night (23-6),0
ACC0863,2023-01-28,2023,January,1,Saturday,West Bengal,Siliguri,High,9,Foggy,State Highway,SUV,Evening (15-19),1
ACC0864,2021-04-09,2021,April,4,Friday,West Bengal,Asansol,High,5,Foggy,State Highway,Two-Wheeler,Evening (15-19),1
ACC0865,2022-07-22,2022,July,7,Friday,Tamil Nadu,Tiruchirappalli,High,9,Rainy,State Highway,Truck,Afternoon (10-15),1
ACC0866,2020-11-26,2020,November,11,Thursday,Rajasthan,Jaipur,High,14,Clear,State Highway,Bus,Evening (15-19),1
ACC0867,2022-01-27,2022,January,1,Thursday,Tamil Nadu,Coimbatore,High,15,Stormy,Urban Road,Two-Wheeler,Afternoon (10-15),1
ACC0868,2022-02-02,2022,February,2,Wednesday,West Bengal,Durgapur,Medium,2,Rainy,National Highway,Bus,Night (19-23),0
ACC0869,2020-10-24,2020,October,10,Saturday,West Bengal,Asansol,Low,2,Rainy,Expressway,Auto-Rickshaw,Evening (15-19),0
ACC0870,2023-08-18,2023,August,8,Friday,Karnataka,Mangaluru,High,14,Foggy,Service Road,Truck,Late Night (23-6),1
ACC0871,2022-06-24,2022,June,6,Friday,Gujarat,Ahmedabad,Medium,2,Hazy,State Highway,Tempo,Late Night (23-6),0
ACC0872,2020-08-27,2020,August,8,Thursday,Karnataka,Bengaluru,Medium,3,Cloudy,Rural Road,Two-Wheeler,Morning (6-10),0
ACC0873,2021-10-30,2021,October,10,Saturday,Uttar Pradesh,Noida,Low,2,Hazy,State Highway,SUV,Evening (15-19),0
ACC0874,2021-02-04,2021,February,2,Thursday,Uttar Pradesh,Lucknow,High,15,Stormy,Service Road,Car,Late Night (23-6),1
ACC0875,2022-03-18,2022,March,3,Friday,Rajasthan,Kota,High,13,Foggy,National Highway,Tempo,Evening (15-19),1
ACC0876,2022-03-25,2022,March,3,Friday,Tamil Nadu,Salem,Medium,2,Foggy,Urban Road,Two-Wheeler,Evening (15-19),0
ACC0877,2021-09-22,2021,September,9,Wednesday,West Bengal,Durgapur,Low,1,Clear,Service Road,Bus,Night (19-23),0
ACC0878,2021-08-14,2021,August,8,Saturday,Tamil Nadu,Salem,High,7,Hazy,Expressway,Auto-Rickshaw,Morning (6-10),1
ACC0879,2020-10-21,2020,October,10,Wednesday,Rajasthan,Udaipur,High,13,Cloudy,Urban Road,Car,Late Night (23-6),1
ACC0880,2022-02-08,2022,February,2,Tuesday,Maharashtra,Mumbai,Medium,4,Cloudy,Rural Road,Truck,Late Night (23-6),0
ACC0881,2022-08-04,2022,August,8,Thursday,Bihar,Gaya,Low,1,Rainy,Urban Road,Auto-Rickshaw,Night (19-23),0
ACC0882,2020-03-27,2020,March,3,Friday,Karnataka,Belagavi,Medium,5,Foggy,State Highway,Car,Morning (6-10),0
ACC0883,2020-11-11,2020,November,11,Wednesday,Karnataka,Hubli,High,12,Hazy,National Highway,Tempo,Evening (15-19),1
ACC0884,2022-05-04,2022,May,5,Wednesday,Tamil Nadu,Salem,Medium,2,Hazy,National Highway,SUV,Evening (15-19),0
ACC0885,2022-10-06,2022,October,10,Thursday,Maharashtra,Aurangabad,Medium,5,Hazy,Expressway,Bus,Evening (15-19),0
ACC0886,2023-07-10,2023,July,7,Monday,West Bengal,Kolkata,Medium,6,Foggy,National Highway,SUV,Evening (15-19),0
ACC0887,2020-11-29,2020,November,11,Sunday,Bihar,Patna,Medium,3,Rainy,Urban Road,Truck,Morning (6-10),0
ACC0888,2021-07-12,2021,July,7,Monday,Gujarat,Rajkot,High,10,Hazy,National Highway,Two-Wheeler,Evening (15-19),1
ACC0889,2022-12-20,2022,December,12,Tuesday,Maharashtra,Aurangabad,High,7,Rainy,National Highway,Auto-Rickshaw,Afternoon (10-15),1
ACC0890,2023-01-18,2023,January,1,Wednesday,Gujarat,Vadodara,High,9,Hazy,Service Road,Tempo,Evening (15-19),1
ACC0891,2020-07-15,2020,July,7,Wednesday,Telangana,Khammam,High,5,Foggy,State Highway,Auto-Rickshaw,Evening (15-19),1
ACC0892,2022-02-02,2022,February,2,Wednesday,West Bengal,Siliguri,High,7,Foggy,National Highway,Truck,Afternoon (10-15),1
ACC0893,2022-10-27,2022,October,10,Thursday,Rajasthan,Jodhpur,High,13,Stormy,Expressway,Tempo,Late Night (23-6),1
ACC0894,2023-12-09,2023,December,12,Saturday,Maharashtra,Nashik,High,6,Cloudy,State Highway,Car,Night (19-23),1
ACC0895,2021-12-14,2021,December,12,Tuesday,Karnataka,Hubli,High,14,Rainy,Expressway,SUV,Evening (15-19),1
ACC0896,2020-12-18,2020,December,12,Friday,Karnataka,Bengaluru,High,8,Hazy,State Highway,SUV,Afternoon (10-15),1
ACC0897,2023-11-10,2023,November,11,Friday,Rajasthan,Udaipur,Low,0,Rainy,Rural Road,Tempo,Morning (6-10),0
ACC0898,2020-06-08,2020,June,6,Monday,Uttar Pradesh,Varanasi,Low,0,Cloudy,National Highway,SUV,Late Night (23-6),0
ACC0899,2023-04-29,2023,April,4,Saturday,Uttar Pradesh,Varanasi,High,5,Clear,National Highway,Two-Wheeler,Morning (6-10),1
ACC0900,2020-07-16,2020,July,7,Thursday,Maharashtra,Aurangabad,Medium,3,Rainy,State Highway,Tempo,Evening (15-19),0
ACC0901,2020-02-29,2020,February,2,Saturday,Maharashtra,Pune,High,14,Hazy,Urban Road,Two-Wheeler,Afternoon (10-15),1
ACC0902,2022-10-22,2022,October,10,Saturday,Bihar,Gaya,High,6,Stormy,Expressway,SUV,Morning (6-10),1
ACC0903,2022-12-19,2022,December,12,Monday,Rajasthan,Jodhpur,Low,2,Foggy,National Highway,Tempo,Morning (6-10),0
ACC0904,2021-03-14,2021,March,3,Sunday,Telangana,Karimnagar,High,7,Foggy,Rural Road,Tempo,Morning (6-10),1
ACC0905,2021-01-05,2021,January,1,Tuesday,Gujarat,Rajkot,Low,0,Cloudy,Rural Road,Car,Evening (15-19),0
ACC0906,2020-09-10,2020,September,9,Thursday,West Bengal,Kolkata,Low,1,Stormy,Service Road,Two-Wheeler,Late Night (23-6),0
ACC0907,2020-03-24,2020,March,3,Tuesday,Maharashtra,Nagpur,Low,1,Cloudy,Rural Road,Auto-Rickshaw,Evening (15-19),0
ACC0908,2023-11-08,2023,November,11,Wednesday,West Bengal,Howrah,Medium,5,Stormy,State Highway,SUV,Morning (6-10),0
ACC0909,2022-09-01,2022,September,9,Thursday,Gujarat,Surat,High,12,Clear,Service Road,Car,Night (19-23),1
ACC0910,2022-06-16,2022,June,6,Thursday,Telangana,Hyderabad,Low,1,Clear,Service Road,Auto-Rickshaw,Morning (6-10),0
ACC0911,2020-12-11,2020,December,12,Friday,Maharashtra,Nagpur,Medium,6,Rainy,Rural Road,Car,Afternoon (10-15),0
ACC0912,2022-05-19,2022,May,5,Thursday,West Bengal,Asansol,High,14,Hazy,Urban Road,SUV,Night (19-23),1
ACC0913,2021-12-30,2021,December,12,Thursday,West Bengal,Durgapur,High,13,Cloudy,Urban Road,Truck,Night (19-23),1
ACC0914,2020-08-09,2020,August,8,Sunday,Maharashtra,Nagpur,Medium,3,Cloudy,National Highway,Car,Morning (6-10),0
ACC0915,2020-05-19,2020,May,5,Tuesday,West Bengal,Kolkata,Medium,4,Rainy,State Highway,Two-Wheeler,Late Night (23-6),0
ACC0916,2023-06-30,2023,June,6,Friday,Maharashtra,Mumbai,High,12,Hazy,Rural Road,Truck,Evening (15-19),1
ACC0917,2023-09-17,2023,September,9,Sunday,West Bengal,Siliguri,Medium,4,Stormy,Expressway,Auto-Rickshaw,Morning (6-10),0
ACC0918,2020-03-05,2020,March,3,Thursday,Madhya Pradesh,Bhopal,Medium,5,Cloudy,Rural Road,Bus,Morning (6-10),0
ACC0919,2020-03-08,2020,March,3,Sunday,Tamil Nadu,Tiruchirappalli,High,9,Hazy,Service Road,Truck,Night (19-23),1
ACC0920,2022-06-01,2022,June,6,Wednesday,Tamil Nadu,Madurai,Medium,2,Hazy,Expressway,Tempo,Night (19-23),0
ACC0921,2023-09-13,2023,September,9,Wednesday,Telangana,Khammam,Medium,6,Stormy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0922,2022-03-12,2022,March,3,Saturday,Karnataka,Mangaluru,High,14,Stormy,Service Road,Two-Wheeler,Evening (15-19),1
ACC0923,2021-10-18,2021,October,10,Monday,Uttar Pradesh,Lucknow,Low,1,Stormy,Urban Road,SUV,Late Night (23-6),0
ACC0924,2020-02-25,2020,February,2,Tuesday,Gujarat,Rajkot,Low,1,Clear,Rural Road,Two-Wheeler,Morning (6-10),0
ACC0925,2023-09-16,2023,September,9,Saturday,Rajasthan,Jodhpur,Medium,6,Rainy,National Highway,Tempo,Morning (6-10),0
ACC0926,2021-09-16,2021,September,9,Thursday,Maharashtra,Nagpur,Low,1,Rainy,National Highway,Bus,Night (19-23),0
ACC0927,2023-03-09,2023,March,3,Thursday,Telangana,Karimnagar,Low,1,Foggy,Expressway,Car,Evening (15-19),0
ACC0928,2022-02-12,2022,February,2,Saturday,Bihar,Muzaffarpur,High,12,Foggy,National Highway,Tempo,Afternoon (10-15),1
ACC0929,2021-11-19,2021,November,11,Friday,West Bengal,Durgapur,Medium,6,Hazy,Urban Road,Two-Wheeler,Night (19-23),0
ACC0930,2021-02-17,2021,February,2,Wednesday,West Bengal,Kolkata,Medium,4,Stormy,National Highway,Two-Wheeler,Late Night (23-6),0
ACC0931,2022-04-03,2022,April,4,Sunday,Rajasthan,Ajmer,High,14,Hazy,National Highway,Auto-Rickshaw,Evening (15-19),1
ACC0932,2021-07-13,2021,July,7,Tuesday,Maharashtra,Aurangabad,Medium,3,Stormy,Urban Road,SUV,Morning (6-10),0
ACC0933,2023-08-27,2023,August,8,Sunday,Karnataka,Belagavi,Medium,6,Foggy,Urban Road,Truck,Night (19-23),0
ACC0934,2022-04-03,2022,April,4,Sunday,Karnataka,Belagavi,Medium,6,Stormy,State Highway,Car,Late Night (23-6),0
ACC0935,2021-01-17,2021,January,1,Sunday,Bihar,Muzaffarpur,Medium,5,Rainy,Urban Road,Tempo,Late Night (23-6),0
ACC0936,2023-06-12,2023,June,6,Monday,Madhya Pradesh,Ujjain,Medium,6,Hazy,State Highway,Two-Wheeler,Night (19-23),0
ACC0937,2020-10-29,2020,October,10,Thursday,Rajasthan,Jodhpur,High,9,Hazy,Rural Road,Bus,Evening (15-19),1
ACC0938,2020-05-11,2020,May,5,Monday,Rajasthan,Kota,High,15,Foggy,State Highway,Two-Wheeler,Late Night (23-6),1
ACC0939,2021-04-28,2021,April,4,Wednesday,Madhya Pradesh,Indore,Low,0,Clear,State Highway,SUV,Evening (15-19),0
ACC0940,2022-08-08,2022,August,8,Monday,West Bengal,Durgapur,Medium,2,Cloudy,State Highway,Truck,Evening (15-19),0
ACC0941,2020-10-06,2020,October,10,Tuesday,Uttar Pradesh,Agra,High,7,Foggy,Service Road,SUV,Morning (6-10),1
ACC0942,2022-09-22,2022,September,9,Thursday,Uttar Pradesh,Lucknow,Low,1,Clear,National Highway,Bus,Evening (15-19),0
ACC0943,2023-10-07,2023,October,10,Saturday,Maharashtra,Nashik,High,8,Hazy,National Highway,Auto-Rickshaw,Late Night (23-6),1
ACC0944,2020-09-04,2020,September,9,Friday,Telangana,Khammam,Medium,2,Stormy,State Highway,Auto-Rickshaw,Morning (6-10),0
ACC0945,2021-10-03,2021,October,10,Sunday,Gujarat,Gandhinagar,Medium,3,Hazy,Rural Road,Truck,Afternoon (10-15),0
ACC0946,2020-08-06,2020,August,8,Thursday,Tamil Nadu,Coimbatore,Medium,4,Foggy,Expressway,Car,Night (19-23),0
ACC0947,2022-12-28,2022,December,12,Wednesday,Gujarat,Ahmedabad,Medium,5,Foggy,Service Road,Truck,Evening (15-19),0
ACC0948,2020-10-23,2020,October,10,Friday,Gujarat,Rajkot,Medium,4,Hazy,National Highway,Tempo,Late Night (23-6),0
ACC0949,2020-03-12,2020,March,3,Thursday,Uttar Pradesh,Kanpur,High,9,Foggy,Service Road,Tempo,Evening (15-19),1
ACC0950,2023-11-04,2023,November,11,Saturday,Maharashtra,Aurangabad,High,11,Rainy,National Highway,Bus,Evening (15-19),1
ACC0951,2021-09-08,2021,September,9,Wednesday,Maharashtra,Pune,Medium,3,Foggy,Rural Road,Tempo,Evening (15-19),0
ACC0952,2023-08-12,2023,August,8,Saturday,Madhya Pradesh,Bhopal,High,12,Foggy,Rural Road,Tempo,Night (19-23),1
ACC0953,2021-11-12,2021,November,11,Friday,Madhya Pradesh,Bhopal,High,13,Rainy,National Highway,Two-Wheeler,Night (19-23),1
ACC0954,2023-05-18,2023,May,5,Thursday,Telangana,Nizamabad,Medium,2,Cloudy,Service Road,Tempo,Afternoon (10-15),0
ACC0955,2023-07-14,2023,July,7,Friday,West Bengal,Howrah,Low,2,Clear,Urban Road,Two-Wheeler,Late Night (23-6),0
ACC0956,2020-06-17,2020,June,6,Wednesday,Maharashtra,Pune,Medium,3,Rainy,Expressway,Tempo,Night (19-23),0
ACC0957,2021-10-16,2021,October,10,Saturday,West Bengal,Siliguri,Low,0,Hazy,Service Road,Auto-Rickshaw,Evening (15-19),0
ACC0958,2021-07-31,2021,July,7,Saturday,Rajasthan,Jaipur,Low,1,Cloudy,Rural Road,SUV,Late Night (23-6),0
ACC0959,2021-04-04,2021,April,4,Sunday,Uttar Pradesh,Lucknow,High,15,Stormy,State Highway,Car,Night (19-23),1
ACC0960,2021-02-10,2021,February,2,Wednesday,Karnataka,Mysuru,Low,1,Clear,Expressway,Two-Wheeler,Afternoon (10-15),0
ACC0961,2020-07-01,2020,July,7,Wednesday,Gujarat,Surat,Low,2,Stormy,Expressway,Bus,Night (19-23),0
ACC0962,2023-10-11,2023,October,10,Wednesday,West Bengal,Kolkata,High,8,Rainy,Urban Road,Two-Wheeler,Night (19-23),1
ACC0963,2022-02-21,2022,February,2,Monday,Tamil Nadu,Salem,Medium,4,Rainy,Service Road,Tempo,Afternoon (10-15),0
ACC0964,2022-05-06,2022,May,5,Friday,Tamil Nadu,Salem,Low,1,Rainy,State Highway,Auto-Rickshaw,Night (19-23),0
ACC0965,2021-05-23,2021,May,5,Sunday,Gujarat,Gandhinagar,Medium,2,Hazy,National Highway,Bus,Afternoon (10-15),0
ACC0966,2021-10-24,2021,October,10,Sunday,Madhya Pradesh,Indore,Medium,5,Hazy,Service Road,Auto-Rickshaw,Evening (15-19),0
ACC0967,2020-05-29,2020,May,5,Friday,Maharashtra,Aurangabad,Low,0,Clear,Rural Road,Two-Wheeler,Late Night (23-6),0
ACC0968,2023-10-05,2023,October,10,Thursday,Bihar,Patna,Low,2,Clear,Rural Road,Two-Wheeler,Night (19-23),0
ACC0969,2023-10-06,2023,October,10,Friday,Gujarat,Surat,Low,0,Stormy,Urban Road,Truck,Late Night (23-6),0
ACC0970,2022-10-06,2022,October,10,Thursday,Gujarat,Rajkot,Low,2,Rainy,Expressway,Bus,Afternoon (10-15),0
ACC0971,2021-06-17,2021,June,6,Thursday,Maharashtra,Nagpur,High,12,Clear,Urban Road,Tempo,Evening (15-19),1
ACC0972,2022-05-30,2022,May,5,Monday,Karnataka,Hubli,High,9,Stormy,Expressway,Two-Wheeler,Night (19-23),1
ACC0973,2020-12-03,2020,December,12,Thursday,Gujarat,Rajkot,Medium,5,Rainy,National Highway,Truck,Afternoon (10-15),0
ACC0974,2020-04-21,2020,April,4,Tuesday,Rajasthan,Jodhpur,Medium,3,Clear,Service Road,Bus,Night (19-23),0
ACC0975,2020-08-25,2020,August,8,Tuesday,West Bengal,Kolkata,Low,2,Cloudy,Expressway,Bus,Night (19-23),0
ACC0976,2022-10-06,2022,October,10,Thursday,Maharashtra,Pune,Low,0,Clear,Urban Road,Truck,Afternoon (10-15),0
ACC0977,2022-11-07,2022,November,11,Monday,Karnataka,Belagavi,Medium,6,Hazy,National Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0978,2021-01-04,2021,January,1,Monday,Madhya Pradesh,Bhopal,High,15,Rainy,National Highway,Two-Wheeler,Morning (6-10),1
ACC0979,2021-08-05,2021,August,8,Thursday,Maharashtra,Nashik,High,6,Foggy,Urban Road,Truck,Morning (6-10),1
ACC0980,2020-06-15,2020,June,6,Monday,West Bengal,Siliguri,Medium,4,Cloudy,Expressway,Tempo,Morning (6-10),0
ACC0981,2021-11-05,2021,November,11,Friday,Uttar Pradesh,Noida,Low,2,Cloudy,Service Road,SUV,Late Night (23-6),0
ACC0982,2020-09-21,2020,September,9,Monday,Rajasthan,Jaipur,Medium,2,Hazy,Service Road,Car,Late Night (23-6),0
ACC0983,2023-05-18,2023,May,5,Thursday,Madhya Pradesh,Bhopal,Low,0,Cloudy,Rural Road,Car,Morning (6-10),0
ACC0984,2021-03-02,2021,March,3,Tuesday,Tamil Nadu,Salem,Low,2,Cloudy,State Highway,Car,Evening (15-19),0
ACC0985,2022-10-02,2022,October,10,Sunday,Madhya Pradesh,Gwalior,Medium,4,Hazy,Service Road,Car,Evening (15-19),0
ACC0986,2022-11-15,2022,November,11,Tuesday,Rajasthan,Kota,High,12,Cloudy,Urban Road,Auto-Rickshaw,Late Night (23-6),1
ACC0987,2022-05-16,2022,May,5,Monday,Maharashtra,Nashik,High,11,Foggy,Service Road,Bus,Morning (6-10),1
ACC0988,2020-03-23,2020,March,3,Monday,Telangana,Nizamabad,Medium,3,Cloudy,Rural Road,Auto-Rickshaw,Late Night (23-6),0
ACC0989,2020-06-20,2020,June,6,Saturday,Karnataka,Mangaluru,Low,1,Cloudy,Urban Road,Truck,Afternoon (10-15),0
ACC0990,2023-11-02,2023,November,11,Thursday,Karnataka,Mysuru,Medium,6,Stormy,National Highway,Auto-Rickshaw,Morning (6-10),0
ACC0991,2020-04-02,2020,April,4,Thursday,Telangana,Hyderabad,Medium,2,Stormy,Rural Road,Tempo,Late Night (23-6),0
ACC0992,2021-06-02,2021,June,6,Wednesday,Gujarat,Vadodara,Low,2,Stormy,National Highway,Car,Night (19-23),0
ACC0993,2021-01-02,2021,January,1,Saturday,Tamil Nadu,Salem,Low,2,Clear,Urban Road,Two-Wheeler,Late Night (23-6),0
ACC0994,2022-07-20,2022,July,7,Wednesday,West Bengal,Durgapur,Medium,3,Foggy,State Highway,Truck,Morning (6-10),0
ACC0995,2023-05-22,2023,May,5,Monday,Karnataka,Bengaluru,Medium,2,Cloudy,Rural Road,Car,Morning (6-10),0
ACC0996,2020-12-17,2020,December,12,Thursday,West Bengal,Siliguri,Medium,6,Hazy,Service Road,Bus,Evening (15-19),0
ACC0997,2023-06-20,2023,June,6,Tuesday,Bihar,Bhagalpur,Medium,5,Hazy,Urban Road,Car,Afternoon (10-15),0
